2024-05-16 17:29:08,880 INFO    StreamThr :336039 [internal.py:wandb_internal():86] W&B internal server running at pid: 336039, started at: 2024-05-16 17:29:08.880533
2024-05-16 17:29:08,882 DEBUG   HandlerThread:336039 [handler.py:handle_request():146] handle_request: status
2024-05-16 17:29:08,883 INFO    WriterThread:336039 [datastore.py:open_for_write():87] open: /home/minjae/ws/MotionRGBD/wandb/run-20240516_172908-ehob7enl/run-ehob7enl.wandb
2024-05-16 17:29:08,883 DEBUG   SenderThread:336039 [sender.py:send():379] send: header
2024-05-16 17:29:08,887 DEBUG   SenderThread:336039 [sender.py:send():379] send: run
2024-05-16 17:29:09,355 INFO    SenderThread:336039 [dir_watcher.py:__init__():211] watching files in: /home/minjae/ws/MotionRGBD/wandb/run-20240516_172908-ehob7enl/files
2024-05-16 17:29:09,356 INFO    SenderThread:336039 [sender.py:_start_run_threads():1124] run started: ehob7enl with start time 1715848148.880293
2024-05-16 17:29:09,363 DEBUG   HandlerThread:336039 [handler.py:handle_request():146] handle_request: check_version
2024-05-16 17:29:09,363 DEBUG   SenderThread:336039 [sender.py:send_request():406] send_request: check_version
2024-05-16 17:29:09,427 DEBUG   HandlerThread:336039 [handler.py:handle_request():146] handle_request: run_start
2024-05-16 17:29:09,430 DEBUG   HandlerThread:336039 [system_info.py:__init__():26] System info init
2024-05-16 17:29:09,431 DEBUG   HandlerThread:336039 [system_info.py:__init__():41] System info init done
2024-05-16 17:29:09,431 INFO    HandlerThread:336039 [system_monitor.py:start():194] Starting system monitor
2024-05-16 17:29:09,431 INFO    SystemMonitor:336039 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-16 17:29:09,431 INFO    HandlerThread:336039 [system_monitor.py:probe():214] Collecting system info
2024-05-16 17:29:09,431 INFO    SystemMonitor:336039 [interfaces.py:start():190] Started cpu monitoring
2024-05-16 17:29:09,432 INFO    SystemMonitor:336039 [interfaces.py:start():190] Started disk monitoring
2024-05-16 17:29:09,433 INFO    SystemMonitor:336039 [interfaces.py:start():190] Started gpu monitoring
2024-05-16 17:29:09,433 INFO    SystemMonitor:336039 [interfaces.py:start():190] Started memory monitoring
2024-05-16 17:29:09,433 INFO    SystemMonitor:336039 [interfaces.py:start():190] Started network monitoring
2024-05-16 17:29:09,441 DEBUG   HandlerThread:336039 [system_info.py:probe():150] Probing system
2024-05-16 17:29:09,444 DEBUG   HandlerThread:336039 [system_info.py:_probe_git():135] Probing git
2024-05-16 17:29:09,450 DEBUG   HandlerThread:336039 [system_info.py:_probe_git():143] Probing git done
2024-05-16 17:29:09,450 DEBUG   HandlerThread:336039 [system_info.py:probe():198] Probing system done
