2024-05-16 16:50:48,891 INFO    StreamThr :334466 [internal.py:wandb_internal():86] W&B internal server running at pid: 334466, started at: 2024-05-16 16:50:48.891335
2024-05-16 16:50:48,893 DEBUG   HandlerThread:334466 [handler.py:handle_request():146] handle_request: status
2024-05-16 16:50:48,894 INFO    WriterThread:334466 [datastore.py:open_for_write():87] open: /home/minjae/ws/MotionRGBD/wandb/run-20240516_165048-eup72uui/run-eup72uui.wandb
2024-05-16 16:50:48,894 DEBUG   SenderThread:334466 [sender.py:send():379] send: header
2024-05-16 16:50:48,898 DEBUG   SenderThread:334466 [sender.py:send():379] send: run
2024-05-16 16:50:49,455 INFO    SenderThread:334466 [dir_watcher.py:__init__():211] watching files in: /home/minjae/ws/MotionRGBD/wandb/run-20240516_165048-eup72uui/files
2024-05-16 16:50:49,455 INFO    SenderThread:334466 [sender.py:_start_run_threads():1124] run started: eup72uui with start time 1715845848.891197
2024-05-16 16:50:49,459 DEBUG   HandlerThread:334466 [handler.py:handle_request():146] handle_request: check_version
2024-05-16 16:50:49,460 DEBUG   SenderThread:334466 [sender.py:send_request():406] send_request: check_version
2024-05-16 16:50:49,516 DEBUG   HandlerThread:334466 [handler.py:handle_request():146] handle_request: run_start
2024-05-16 16:50:49,520 DEBUG   HandlerThread:334466 [system_info.py:__init__():26] System info init
2024-05-16 16:50:49,520 DEBUG   HandlerThread:334466 [system_info.py:__init__():41] System info init done
2024-05-16 16:50:49,520 INFO    HandlerThread:334466 [system_monitor.py:start():194] Starting system monitor
2024-05-16 16:50:49,520 INFO    SystemMonitor:334466 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-16 16:50:49,521 INFO    HandlerThread:334466 [system_monitor.py:probe():214] Collecting system info
2024-05-16 16:50:49,522 INFO    SystemMonitor:334466 [interfaces.py:start():190] Started cpu monitoring
2024-05-16 16:50:49,522 INFO    SystemMonitor:334466 [interfaces.py:start():190] Started disk monitoring
2024-05-16 16:50:49,522 INFO    SystemMonitor:334466 [interfaces.py:start():190] Started gpu monitoring
2024-05-16 16:50:49,523 INFO    SystemMonitor:334466 [interfaces.py:start():190] Started memory monitoring
2024-05-16 16:50:49,523 INFO    SystemMonitor:334466 [interfaces.py:start():190] Started network monitoring
2024-05-16 16:50:49,531 DEBUG   HandlerThread:334466 [system_info.py:probe():150] Probing system
2024-05-16 16:50:49,534 DEBUG   HandlerThread:334466 [system_info.py:_probe_git():135] Probing git
2024-05-16 16:50:49,539 DEBUG   HandlerThread:334466 [system_info.py:_probe_git():143] Probing git done
2024-05-16 16:50:49,539 DEBUG   HandlerThread:334466 [system_info.py:probe():198] Probing system done
2024-05-16 16:50:49,539 DEBUG   HandlerThread:334466 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-28-generic-x86_64-with-glibc2.35', 'python': '3.9.19', 'heartbeatAt': '2024-05-16T07:50:49.531483', 'startedAt': '2024-05-16T07:50:48.885045', 'docker': None, 'cuda': None, 'args': ('--local-rank=0', '--config', 'config/NvGesture_init.yml', '--nprocs', '1'), 'state': 'running', 'program': '/home/minjae/ws/MotionRGBD/tools/train.py', 'codePathLocal': 'tools/train.py', 'codePath': 'tools/train.py', 'git': {'remote': 'https://github.com/MinjaeKim2024/tmp_action_recog.git', 'commit': 'df700dc51919f8b8754b40c5b611090d8f31942d'}, 'email': 'dylankim@rgarobot.com', 'root': '/home/minjae/ws/MotionRGBD', 'host': 'minjae-Vivobook-ASUSLaptop-K3605VV-K3605VV', 'username': 'minjae', 'executable': '/home/minjae/anaconda3/envs/gesture/bin/python', 'cpu_count': 14, 'cpu_count_logical': 20, 'cpu_freq': {'current': 1144.5410500000003, 'min': 400.0, 'max': 4400.0}, 'cpu_freq_per_core': [{'current': 2031.601, 'min': 400.0, 'max': 4800.0}, {'current': 400.0, 'min': 400.0, 'max': 4800.0}, {'current': 3372.873, 'min': 400.0, 'max': 4800.0}, {'current': 400.0, 'min': 400.0, 'max': 4800.0}, {'current': 400.0, 'min': 400.0, 'max': 5000.0}, {'current': 4162.805, 'min': 400.0, 'max': 5000.0}, {'current': 4851.423, 'min': 400.0, 'max': 5000.0}, {'current': 4900.997, 'min': 400.0, 'max': 5000.0}, {'current': 400.0, 'min': 400.0, 'max': 4800.0}, {'current': 3100.607, 'min': 400.0, 'max': 4800.0}, {'current': 4295.225, 'min': 400.0, 'max': 4800.0}, {'current': 400.0, 'min': 400.0, 'max': 4800.0}, {'current': 1324.097, 'min': 400.0, 'max': 3700.0}, {'current': 400.0, 'min': 400.0, 'max': 3700.0}, {'current': 400.0, 'min': 400.0, 'max': 3700.0}, {'current': 400.0, 'min': 400.0, 'max': 3700.0}, {'current': 400.0, 'min': 400.0, 'max': 3700.0}, {'current': 400.0, 'min': 400.0, 'max': 3700.0}, {'current': 709.034, 'min': 400.0, 'max': 3700.0}, {'current': 400.0, 'min': 400.0, 'max': 3700.0}], 'disk': {'/': {'total': 375.7898597717285, 'used': 179.2863006591797}}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 15.239032745361328}}
2024-05-16 16:50:49,539 INFO    HandlerThread:334466 [system_monitor.py:probe():224] Finished collecting system info
2024-05-16 16:50:49,539 INFO    HandlerThread:334466 [system_monitor.py:probe():227] Publishing system info
2024-05-16 16:50:49,539 DEBUG   HandlerThread:334466 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-16 16:50:50,456 INFO    Thread-12 :334466 [dir_watcher.py:_on_file_created():271] file/dir created: /home/minjae/ws/MotionRGBD/wandb/run-20240516_165048-eup72uui/files/conda-environment.yaml
2024-05-16 16:50:51,665 DEBUG   HandlerThread:334466 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-16 16:50:51,666 INFO    HandlerThread:334466 [system_monitor.py:probe():229] Finished publishing system info
2024-05-16 16:50:51,672 DEBUG   SenderThread:334466 [sender.py:send():379] send: files
2024-05-16 16:50:51,672 INFO    SenderThread:334466 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-16 16:50:51,713 DEBUG   HandlerThread:334466 [handler.py:handle_request():146] handle_request: python_packages
2024-05-16 16:50:51,713 DEBUG   HandlerThread:334466 [handler.py:handle_request():146] handle_request: stop_status
2024-05-16 16:50:51,713 DEBUG   SenderThread:334466 [sender.py:send_request():406] send_request: python_packages
2024-05-16 16:50:51,714 DEBUG   SenderThread:334466 [sender.py:send_request():406] send_request: stop_status
2024-05-16 16:50:51,715 DEBUG   HandlerThread:334466 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-16 16:50:52,056 DEBUG   SenderThread:334466 [sender.py:send():379] send: telemetry
2024-05-16 16:50:52,284 DEBUG   SenderThread:334466 [sender.py:send():379] send: telemetry
2024-05-16 16:50:52,348 DEBUG   SenderThread:334466 [sender.py:send():379] send: telemetry
