2024-05-16 16:53:36,721 INFO    StreamThr :334810 [internal.py:wandb_internal():86] W&B internal server running at pid: 334810, started at: 2024-05-16 16:53:36.721513
2024-05-16 16:53:36,723 DEBUG   HandlerThread:334810 [handler.py:handle_request():146] handle_request: status
2024-05-16 16:53:36,723 INFO    WriterThread:334810 [datastore.py:open_for_write():87] open: /home/minjae/ws/MotionRGBD/wandb/run-20240516_165336-mzmv3d4g/run-mzmv3d4g.wandb
2024-05-16 16:53:36,724 DEBUG   SenderThread:334810 [sender.py:send():379] send: header
2024-05-16 16:53:36,727 DEBUG   SenderThread:334810 [sender.py:send():379] send: run
2024-05-16 16:53:37,436 INFO    SenderThread:334810 [dir_watcher.py:__init__():211] watching files in: /home/minjae/ws/MotionRGBD/wandb/run-20240516_165336-mzmv3d4g/files
2024-05-16 16:53:37,436 INFO    SenderThread:334810 [sender.py:_start_run_threads():1124] run started: mzmv3d4g with start time 1715846016.721119
2024-05-16 16:53:37,440 DEBUG   HandlerThread:334810 [handler.py:handle_request():146] handle_request: check_version
2024-05-16 16:53:37,441 DEBUG   SenderThread:334810 [sender.py:send_request():406] send_request: check_version
2024-05-16 16:53:37,489 DEBUG   HandlerThread:334810 [handler.py:handle_request():146] handle_request: run_start
2024-05-16 16:53:37,493 DEBUG   HandlerThread:334810 [system_info.py:__init__():26] System info init
2024-05-16 16:53:37,493 DEBUG   HandlerThread:334810 [system_info.py:__init__():41] System info init done
2024-05-16 16:53:37,493 INFO    HandlerThread:334810 [system_monitor.py:start():194] Starting system monitor
2024-05-16 16:53:37,493 INFO    SystemMonitor:334810 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-16 16:53:37,493 INFO    HandlerThread:334810 [system_monitor.py:probe():214] Collecting system info
2024-05-16 16:53:37,494 INFO    SystemMonitor:334810 [interfaces.py:start():190] Started cpu monitoring
2024-05-16 16:53:37,494 INFO    SystemMonitor:334810 [interfaces.py:start():190] Started disk monitoring
2024-05-16 16:53:37,495 INFO    SystemMonitor:334810 [interfaces.py:start():190] Started gpu monitoring
2024-05-16 16:53:37,495 INFO    SystemMonitor:334810 [interfaces.py:start():190] Started memory monitoring
